SEQ,VESSELCODE,PIC,MACH_DESC,MAKER_DESC,MATERIAL,MATERIAL_DESC,PART_NO,ROB,Recondition,WORK,LAW,Optimum,UNIT,UNIT_PRICE,EXPENSIVE_AMT,MAJOR_TARGET_AMT,Vessel_survey_item
1724,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018707,BALL GASKET,3522906,2,0,1,0,0,EA,0,,,
1725,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018708,BALL GASKET,3550007,2,0,1,0,0,EA,0,,,
1726,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018709,CABLE GLAND,4100097,0,0,1,0,0,EA,0,,,
1727,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018711,CABLE GLAND,4100098,0,0,1,0,0,EA,0,,,
1728,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018712,CLAMP,4100117,0,0,1,0,0,EA,0,,,
1729,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018713,CLAMP,4100118,0,0,1,0,0,EA,0,,,
1730,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018714,DISTANCE PLATE,4100119,0,0,1,0,0,EA,0,,,
1731,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018715,END BRACKET,4100121,0,0,1,0,0,EA,0,,,
1732,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018716,MOUNTING RAIL,4105805,0,0,1,0,0,EA,0,,,
1733,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018717,CONNECTOR PLUG,4105912,0,0,1,0,0,EA,0,,,
1734,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018721,LIMIT SWITCH,4200062,0,0,1,0,0,EA,0,,,
1735,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018722,COIL,4206553,0,0,1,0,0,EA,0,,,
1736,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018724,CONTROL BOX,4302200,0,0,1,0,0,EA,0,,,
1737,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018725,GEAR MOTOR,4500099,1,0,1,0,0,EA,"2,018.11","2,018.11","2,018.11",
1738,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018726,DOUBLE PISTON PART TURN ACTUATOR,4500118,0,0,1,0,0,EA,0,,,
1739,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018727,PLUG,4870017,0,0,1,0,0,EA,0,,,
1740,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018728,SIEVE SUPPORT,5002033,0,0,1,0,0,EA,0,,,
1741,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018729,SIEVE PLATE GUIDING CAGE,5030050,0,0,1,0,0,EA,0,,,
1742,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018730,SUPPORTING RING,5030051,0,0,1,0,0,EA,0,,,
1743,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018731,RISER PIPE,5100063,0,0,1,0,0,EA,0,,,
1744,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018732,RISER PIPE,5100071,0,0,1,0,0,EA,0,,,
1745,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018733,SUPPORT RING,5100076,0,0,1,0,0,EA,0,,,
1746,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018734,SUPPORTING RING,5100109,0,0,1,0,0,EA,0,,,
1747,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018735,SUPPORT RING,5106541,0,0,1,0,0,EA,0,,,
1748,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018736,CONTROL DISC,5130007,0,0,1,0,0,EA,0,,,
1749,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018737,MOTOR FLANGE,5220003,0,0,1,0,0,EA,0,,,
1750,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018738,HOUSING COVER,5230020,0,0,1,0,0,EA,0,,,
1751,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018739,DISTANCE BUSH,5310041,0,0,1,0,0,EA,0,,,
1752,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018740,SELECTOR SHAFT,5400003,0,0,1,0,0,EA,0,,,
1753,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018741,SELECTOR SHAFT,5400022,0,0,1,0,0,EA,0,,,
1754,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018742,COUPLING,5400044,0,0,1,0,0,EA,0,,,
1755,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018743,COCK,5420024,0,0,1,0,0,EA,0,,,
1756,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018744,COCK,5420025,0,0,1,0,0,EA,0,,,
1757,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018745,COUPLING PIECE,5630061,0,0,1,0,0,EA,0,,,
1758,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018747,CONNECTION BOX,5950197,0,0,1,0,0,EA,0,,,
1759,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018748,COIL,6206553,0,0,1,0,0,EA,0,,,
1760,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018749,COVER,6400151,0,0,1,0,0,EA,0,,,
1761,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018750,ADAPTER FLANGE,6400153,0,0,1,0,0,EA,0,,,
1762,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018751,HOUSING AIR VALVE,6430049,0,0,1,0,0,EA,0,,,
1763,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018752,COVER,6430062,0,0,1,0,0,EA,0,,,
1764,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018753,AIR RESERVOIR,6530061,0,0,1,0,0,EA,0,,,
1765,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018754,SLUDGE CHAMBER,6530063,0,0,1,0,0,EA,0,,,
1766,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018755,HOUSING,6530089,0,0,1,0,0,EA,0,,,
1767,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018756,HOUSING LOWER PART,6530090,0,0,1,0,0,EA,0,,,
1768,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018757,FILTER CHAMBER,6533148,0,0,1,0,0,EA,0,,,
1769,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018758,GUARD PLATE,6700187,0,0,1,0,0,EA,0,,,
1770,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018759,CANDLE BOX NUT,6700750,0,0,1,0,0,EA,0,,,
1771,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018760,NOZZLE,6703846,0,0,1,0,0,EA,0,,,
1772,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018761,KEY,6705030,0,0,1,0,0,EA,0,,,
1773,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018762,HOUSING AIR VALVE,6830025,0,0,1,0,0,EA,0,,,
1774,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018763,HOUSING FLUSH VALVE,6830029,0,0,1,0,0,EA,0,,,
1775,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018764,PRECISION TUBE NBK,7300002,0,0,1,0,0,EA,0,,,
1776,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018765,DISPOSABLE CARTRIDGE,7608089,2,0,1,0,0,EA,59.95,,119.9,
1777,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018766,COVER FOR CONNECTION BOX,8350029,0,0,1,0,0,EA,0,,,
1778,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018767,LABEL,9400997,0,0,1,0,0,EA,0,,,
1779,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018768,NAMEPLATE,9401690,0,0,1,0,0,EA,0,,,
1780,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018769,LABEL,9402898,0,0,1,0,0,EA,0,,,
1781,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018770,"LABEL ""COMPRESSED AIR CONNECTION""",9403614,0,0,1,0,0,EA,0,,,
1782,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018771,"LABEL ""DELTA P DIFFERENTIAL PRESSURE INDICATOR""",9404642,0,0,1,0,0,EA,0,,,
1783,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018772,"LABEL : ""MUD DRAIN""",9407396,0,0,1,0,0,EA,0,,,
1784,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018773,LABEL,9407569,0,0,1,0,0,EA,0,,,
1785,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9018774,LABEL,9808492,0,0,1,0,0,EA,0,,,
1786,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9020221,O-RING,3040121,2,0,2,0,0,EA,0,,,
1787,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9020222,FUSE,4200146,3,0,3,0,0,EA,0,,,
1788,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9020223,FUSE,4200162,1,0,1,0,0,EA,0,,,
1789,HHDG,,M/E L.O. AUTO BACKWASHING FILTER,BOLL+KIRCH FILTERBAU GMBH,VS.LOS.9020224,FUSE,4200163,1,0,1,0,0,EA,0,,,
1790,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011791,SHEET PACKING,D13-116352-1-05,0,0,1,0,0,EA,0,,,
1791,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011792,BOLT,D13-116352-1-06,0,0,1,0,0,EA,0,,,
1792,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011793,LOCKING WIRE,D13-116352-1-07,0,0,1,0,0,EA,0,,,
1793,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011794,BONNET,D13-116352-1-08,0,0,1,0,0,EA,0,,,
1794,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011795,PLUG,D13-116352-1-09,0,0,1,0,0,EA,0,,,
1795,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011796,PACKING,D13-116352-1-10,0,0,1,0,0,EA,0,,,
1796,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011797,EYE BOLT,D13-116352-1-13,0,0,1,0,0,EA,0,,,
1797,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011798,JOINT PLUG,D14-100166-0.0,0,0,1,0,0,EA,0,,,
1798,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011799,EYE BOLT,D14-102147-9.1,0,0,1,0,0,EA,0,,,
1799,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011800,EYE BOLT,D14-102770-0.1,0,0,1,0,0,EA,0,,,
1800,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011801,PROPELLER SHAFT NUT,D14-103005-2,0,0,1,0,0,EA,0,,,
1801,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011802,NUT BODY,D14-103005-2-1.,0,0,1,0,0,EA,0,,,
1802,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011803,LOADING RING,D14-103005-2-2.,0,0,1,0,0,EA,0,,,
1803,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011804,"""O"" RING",D14-103005-2-3.,0,0,1,0,0,EA,0,,,
1804,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011805,BACK-UP RING,D14-103005-2-4.,0,0,1,0,0,EA,0,,,
1805,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011806,"""O"" RING",D14-103005-2-5.,0,0,1,0,0,EA,0,,,
1806,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011807,BACK-UP RING,D14-103005-2-6.,0,0,1,0,0,EA,0,,,
1807,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011808,PLUG,D14-103005-2-7.,0,0,1,0,0,EA,0,,,
1808,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011809,STOPPER,D14-103005-2-8.,0,0,1,0,0,EA,0,,,
1809,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011810,SHEET PACKING,D14-107333-3.1,0,0,1,0,0,EA,0,,,
1810,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011811,PROPELLER,D14-116640-6-1,0,0,1,0,0,EA,0,,,
1811,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011812,PACKING,D14-116640-6-10,0,0,1,0,0,EA,0,,,
1812,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011813,PLUG,D14-116640-6-11,0,0,1,0,0,EA,0,,,
1813,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011814,JOINT PLUG,D14-116640-6-12,0,0,1,0,0,EA,0,,,
1814,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011815,EYE BOLT,D14-116640-6-13,0,0,1,0,0,EA,0,,,
1815,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011816,EYE BOLT,D14-116640-6-14,0,0,1,0,0,EA,0,,,
1816,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011817,PLUG,D14-116640-6-2,0,0,1,0,0,EA,0,,,
1817,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011818,PLUG,D14-116640-6-3,0,0,1,0,0,EA,0,,,
1818,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011819,PACKING,D14-116640-6-4,0,0,1,0,0,EA,0,,,
1819,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011820,SHEET PACKING,D14-116640-6-5,0,0,1,0,0,EA,0,,,
1820,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011821,BOLT,D14-116640-6-6,0,0,1,0,0,EA,0,,,
1821,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011822,WIRE,D14-116640-6-7,0,0,1,0,0,EA,0,,,
1822,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011823,BONNET,D14-116640-6-8,0,0,1,0,0,EA,0,,,
1823,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011824,PLUG,D14-116640-6-9,0,0,1,0,0,EA,0,,,
1824,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011825,O-RING,D14-116640-6-a,0,0,1,0,0,EA,0,,,
1825,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011826,SHEET PACKING,D14-116640-7-b,0,0,1,0,0,EA,0,,,
1826,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011827,LINER,D14-116640-8-c,0,0,1,0,0,EA,0,,,
1827,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011828,BOLT,D14-116640-9-d,0,0,1,0,0,EA,0,,,
1828,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011829,BACK-UP RING,D14-116644-3-(7 OF 9)-1,0,0,1,0,0,EA,0,,,
1829,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011830,O-RING,D14-116644-3-(7 OF 9)-2,0,0,1,0,0,EA,0,,,
1830,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011831,BACK-UP RING,D14-116644-3-(7 OF 9)-3,0,0,1,0,0,EA,0,,,
1831,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011832,O-RING,D14-116644-3-(7 OF 9)-4,0,0,1,0,0,EA,0,,,
1832,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011833,BAR SPANNER,D14-116644-3-(8 OF 9)-1,0,0,1,0,0,EA,0,,,
1833,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011834,EYE BOLT,D14-116644-3-(8 OF 9)-2,0,0,1,0,0,EA,0,,,
1834,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011835,EYE BOLT,D14-116644-3-(8 OF 9)-3,0,0,1,0,0,EA,0,,,
1835,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011836,TOOL BOX,D14-116644-3-(8 OF 9)-4,0,0,1,0,0,EA,0,,,
1836,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011837,TAPE SEAL,D14-116644-3-(8 OF 9)-5,0,0,1,0,0,EA,0,,,
1837,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011838,SOCKET HEAD SPANNER,D14-116644-3-(8 OF 9)-6,0,0,1,0,0,EA,0,,,
1838,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011839,HYDRAULIC POWER PUMP,D14-116644-3-(9 OF 9)-1,0,0,1,0,0,EA,0,,,
1839,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011840,FLEXIBLE HOSE,D14-116644-3-(9 OF 9)-2,0,0,1,0,0,EA,0,,,
1840,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011841,3-WAY BRANCH,D14-116644-3-(9 OF 9)-3,0,0,1,0,0,EA,0,,,
1841,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011842,PIPE LINE PRESSURE GAUGE,D14-116644-3-(9 OF 9)-4,0,0,1,0,0,EA,0,,,
1842,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011843,OIL,D14-116644-3-(9 OF 9)-5,0,0,1,0,0,EA,0,,,
1843,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011844,COUPLER,D14-116644-3-(9 OF 9)-6,0,0,1,0,0,EA,0,,,
1844,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011845,PUMP BODY,ILS-WI-WS-023-1,0,0,1,0,0,EA,0,,,
1845,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011846,TAPER PIN,ILS-WI-WS-023-10,0,0,1,0,0,EA,0,,,
1846,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011847,SPRING ADJUSTING SCREW,ILS-WI-WS-023-11,0,0,1,0,0,EA,0,,,
1847,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011848,HIGH PRESSURE SIDE SPRING,ILS-WI-WS-023-12,0,0,1,0,0,EA,0,,,
1848,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011849,LOW PRESSURE SIDE SPRING,ILS-WI-WS-023-13,0,0,1,0,0,EA,0,,,
1849,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011850,BALL DISE,ILS-WI-WS-023-14,0,0,1,0,0,EA,0,,,
1850,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011851,COVER SCREW,ILS-WI-WS-023-15,0,0,1,0,0,EA,0,,,
1851,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011852,STRAINER,ILS-WI-WS-023-16,0,0,1,0,0,EA,0,,,
1852,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011853,COTTERED PIN,ILS-WI-WS-023-17,0,0,1,0,0,EA,0,,,
1853,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011854,O-RING,ILS-WI-WS-023-18,0,0,1,0,0,EA,0,,,
1854,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011855,BACK-UP RING,ILS-WI-WS-023-19,0,0,1,0,0,EA,0,,,
1855,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011856,PISTON,ILS-WI-WS-023-2,0,0,1,0,0,EA,0,,,
1856,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011857,O-RING,ILS-WI-WS-023-20,0,0,1,0,0,EA,0,,,
1857,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011858,BACK-UP RING,ILS-WI-WS-023-21,0,0,1,0,0,EA,0,,,
1858,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011859,SET SCREW,ILS-WI-WS-023-22,0,0,1,0,0,EA,0,,,
1859,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011860,STEEL BALL,ILS-WI-WS-023-23,0,0,1,0,0,EA,0,,,
1860,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011861,STEEL BALL,ILS-WI-WS-023-24,0,0,1,0,0,EA,0,,,
1861,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011862,STEEL BALL,ILS-WI-WS-023-25,0,0,1,0,0,EA,0,,,
1862,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011863,O-RING,ILS-WI-WS-023-26,0,0,1,0,0,EA,0,,,
1863,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011864,DRAIN PIPE,ILS-WI-WS-023-28,0,0,1,0,0,EA,0,,,
1864,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011865,O-RING,ILS-WI-WS-023-29,0,0,1,0,0,EA,0,,,
1865,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011866,NOTCHED PIN,ILS-WI-WS-023-3,0,0,1,0,0,EA,0,,,
1866,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011867,STEEL BALL,ILS-WI-WS-023-30,0,0,1,0,0,EA,0,,,
1867,HHDG,,PROPELLER,"HYUNDAI HEAVY INDUSTRIES CO., LTD.",VS.SHS.9011868,LEVER GRIP,ILS-WI-WS-023-31,0,0,1,0,0,EA,0,,,
